match_id,sequence_id,team_id,start_minute,end_minute,duration_seconds,end_reason,led_to_shot,resulting_shot_id,is_goal,data_source
WC2026_M97,PS028,MAR,11.38,11.66,17,Turnover,No,,No,MODELED
WC2026_M97,PS029,MAR,11.66,11.98,19,Turnover,No,,No,MODELED
WC2026_M97,PS030,MAR,11.98,12.51,32,Foul Conceded,No,,No,MODELED
WC2026_M97,PS031,MAR,12.51,12.81,18,Turnover,No,,No,MODELED
WC2026_M97,PS032,FRA,12.81,13.09,17,Foul Conceded,No,,No,MODELED
WC2026_M97,PS033,MAR,13.09,13.54,27,Turnover,No,,No,MODELED
WC2026_M97,PS034,FRA,13.54,14.12,35,Turnover,No,,No,MODELED
WC2026_M97,PS035,FRA,14.12,14.49,22,Turnover,No,,No,MODELED
WC2026_M97,PS036,FRA,14.49,14.79,18,Out of Play,No,,No,MODELED
WC2026_M97,PS037,MAR,14.79,15.06,16,Offside,No,,No,MODELED
WC2026_M97,PS038,MAR,15.06,15.49,26,Turnover,No,,No,MODELED
WC2026_M97,PS039,FRA,15.49,15.82,20,Turnover,No,,No,MODELED
WC2026_M97,PS040,MAR,15.82,16.22,24,Turnover,No,,No,MODELED
WC2026_M97,PS041,MAR,16.22,16.65,26,Turnover,No,,No,MODELED
WC2026_M97,PS042,MAR,16.65,17.02,22,Offside,No,,No,MODELED
WC2026_M97,PS043,MAR,17.02,17.6,35,Out of Play,No,,No,MODELED
WC2026_M97,PS044,MAR,17.6,18.02,25,Turnover,No,,No,MODELED
WC2026_M97,PS045,FRA,18.02,18.37,21,Shot,Yes,SH04,No,REAL
WC2026_M97,PS046,MAR,18.37,18.7,20,Out of Play,No,,No,MODELED
WC2026_M97,PS047,MAR,18.7,18.98,17,Turnover,No,,No,MODELED
WC2026_M97,PS048,FRA,18.98,19.36,23,Foul Conceded,No,,No,MODELED
WC2026_M97,PS049,FRA,19.36,19.84,29,Offside,No,,No,MODELED
WC2026_M97,PS050,MAR,19.84,20.41,34,Offside,No,,No,MODELED
WC2026_M97,PS051,FRA,20.41,20.78,22,Shot,Yes,SH05,No,REAL
WC2026_M97,PS052,FRA,20.78,21.23,27,Shot,Yes,SH06,No,REAL
WC2026_M97,PS053,MAR,21.23,21.78,33,Foul Conceded,No,,No,MODELED
WC2026_M97,PS054,FRA,21.78,22.16,23,Turnover,No,,No,MODELED
WC2026_M97,PS055,FRA,22.16,22.78,37,Turnover,No,,No,MODELED
WC2026_M97,PS056,FRA,22.78,23.25,28,Turnover,No,,No,MODELED
WC2026_M97,PS057,FRA,23.25,23.88,38,Foul Conceded,No,,No,MODELED
WC2026_M97,PS058,FRA,23.88,24.2,19,Out of Play,No,,No,MODELED
WC2026_M97,PS059,FRA,24.2,24.8,36,Turnover,No,,No,MODELED
WC2026_M97,PS060,FRA,24.8,25.25,27,Turnover,No,,No,MODELED
WC2026_M97,PS061,FRA,25.25,25.77,31,Out of Play,No,,No,MODELED
WC2026_M97,PS062,MAR,25.77,26.12,21,Out of Play,No,,No,MODELED
WC2026_M97,PS063,MAR,26.12,26.69,34,Offside,No,,No,MODELED
WC2026_M97,PS064,FRA,26.69,27.21,31,Turnover,No,,No,MODELED
WC2026_M97,PS065,FRA,27.21,27.46,15,Turnover,No,,No,MODELED
WC2026_M97,PS066,FRA,27.46,27.99,32,Turnover,No,,No,MODELED
WC2026_M97,PS067,FRA,27.99,28.56,34,Shot,Yes,SH07,No,REAL
WC2026_M97,PS068,FRA,28.56,28.91,21,Out of Play,No,,No,MODELED
WC2026_M97,PS069,MAR,28.91,29.21,18,Turnover,No,,No,MODELED
WC2026_M97,PS070,MAR,29.21,29.74,32,Turnover,No,,No,MODELED
WC2026_M97,PS071,FRA,29.74,30.07,20,Out of Play,No,,No,MODELED
WC2026_M97,PS072,FRA,30.07,30.44,22,Offside,No,,No,MODELED
WC2026_M97,PS073,FRA,30.44,30.76,19,Foul Conceded,No,,No,MODELED
WC2026_M97,PS074,MAR,30.76,31.33,34,Turnover,No,,No,MODELED
WC2026_M97,PS075,MAR,31.33,31.93,36,Offside,No,,No,MODELED
WC2026_M97,PS076,FRA,31.93,32.41,29,Foul Conceded,No,,No,MODELED
WC2026_M97,PS077,MAR,32.41,32.94,32,Foul Conceded,No,,No,MODELED
WC2026_M97,PS078,FRA,32.94,33.27,20,Shot,Yes,SH08,No,REAL
WC2026_M97,PS079,FRA,33.27,33.67,24,Turnover,No,,No,MODELED
WC2026_M97,PS080,FRA,33.67,34.1,26,Turnover,No,,No,MODELED
WC2026_M97,PS081,FRA,34.1,34.53,26,Out of Play,No,,No,MODELED
WC2026_M97,PS082,MAR,34.53,35.15,37,Turnover,No,,No,MODELED
WC2026_M97,PS083,FRA,35.15,35.52,22,Shot,Yes,SH09,No,REAL
WC2026_M97,PS084,FRA,35.52,36.05,32,Shot,Yes,SH10,No,REAL
WC2026_M97,PS085,MAR,36.05,36.6,33,Foul Conceded,No,,No,MODELED
WC2026_M97,PS086,FRA,36.6,37.1,30,Turnover,No,,No,MODELED
WC2026_M97,PS087,FRA,37.1,37.7,36,Offside,No,,No,MODELED
WC2026_M97,PS088,MAR,37.7,38.12,25,Turnover,No,,No,MODELED
WC2026_M97,PS089,FRA,38.12,38.62,30,Offside,No,,No,MODELED
WC2026_M97,PS090,MAR,38.62,39.12,30,Out of Play,No,,No,MODELED
WC2026_M97,PS091,FRA,39.12,39.7,35,Turnover,No,,No,MODELED
WC2026_M97,PS092,MAR,39.7,40.0,18,Out of Play,No,,No,MODELED
WC2026_M97,PS093,MAR,40.0,40.55,33,Turnover,No,,No,MODELED
WC2026_M97,PS094,MAR,40.55,40.82,16,Offside,No,,No,MODELED
WC2026_M97,PS095,FRA,40.82,41.45,38,Out of Play,No,,No,MODELED
WC2026_M97,PS096,FRA,41.45,41.98,32,Out of Play,No,,No,MODELED
WC2026_M97,PS097,FRA,41.98,42.48,30,Turnover,No,,No,MODELED
WC2026_M97,PS098,MAR,42.48,42.83,21,Turnover,No,,No,MODELED
WC2026_M97,PS099,FRA,42.83,43.36,32,Turnover,No,,No,MODELED
WC2026_M97,PS100,FRA,43.36,43.88,31,Out of Play,No,,No,MODELED
WC2026_M97,PS101,FRA,43.88,44.38,30,Offside,No,,No,MODELED
WC2026_M97,PS102,MAR,44.38,44.98,36,Foul Conceded,No,,No,MODELED
WC2026_M97,PS103,MAR,44.98,45.58,36,Foul Conceded,No,,No,MODELED
WC2026_M97,PS104,FRA,45.58,46.15,34,Shot,Yes,SH11,No,REAL
WC2026_M97,PS105,MAR,46.15,46.47,19,Out of Play,No,,No,MODELED
WC2026_M97,PS106,FRA,46.47,46.94,28,Out of Play,No,,No,MODELED
WC2026_M97,PS107,MAR,46.94,47.34,24,Turnover,No,,No,MODELED
WC2026_M97,PS108,MAR,47.34,47.74,24,Out of Play,No,,No,MODELED
WC2026_M97,PS109,FRA,47.74,48.21,28,Shot,Yes,SH12,No,REAL
WC2026_M97,PS110,MAR,48.21,48.58,22,Out of Play,No,,No,MODELED
WC2026_M97,PS111,FRA,48.58,49.03,27,Shot,Yes,SH13,No,REAL
WC2026_M97,PS112,MAR,49.03,49.36,20,Turnover,No,,No,MODELED
WC2026_M97,PS113,FRA,49.36,49.96,36,Out of Play,No,,No,MODELED
WC2026_M97,PS114,MAR,49.96,50.49,32,Foul Conceded,No,,No,MODELED
WC2026_M97,PS115,FRA,50.49,51.09,36,Foul Conceded,No,,No,MODELED
WC2026_M97,PS116,MAR,51.09,51.41,19,Turnover,No,,No,MODELED
WC2026_M97,PS117,MAR,51.41,51.86,27,Offside,No,,No,MODELED
WC2026_M97,PS118,FRA,51.86,52.49,38,Offside,No,,No,MODELED
WC2026_M97,PS119,MAR,52.49,52.91,25,Turnover,No,,No,MODELED
WC2026_M97,PS120,MAR,52.91,53.44,32,Turnover,No,,No,MODELED
WC2026_M97,PS121,FRA,53.44,53.89,27,Offside,No,,No,MODELED
WC2026_M97,PS122,MAR,53.89,54.14,15,Turnover,No,,No,MODELED
WC2026_M97,PS123,MAR,54.14,54.71,34,Turnover,No,,No,MODELED
WC2026_M97,PS124,MAR,54.71,54.98,16,Turnover,No,,No,MODELED
WC2026_M97,PS125,MAR,54.98,55.25,16,Offside,No,,No,MODELED
WC2026_M97,PS126,FRA,55.25,55.75,30,Foul Conceded,No,,No,MODELED
WC2026_M97,PS127,FRA,55.75,56.4,39,Foul Conceded,No,,No,MODELED
WC2026_M97,PS128,FRA,56.4,56.7,18,Foul Conceded,No,,No,MODELED
WC2026_M97,PS129,FRA,56.7,57.27,34,Out of Play,No,,No,MODELED
WC2026_M97,PS130,FRA,57.27,57.79,31,Foul Conceded,No,,No,MODELED
WC2026_M97,PS131,FRA,57.79,58.22,26,Shot,Yes,SH17,No,MODELED
WC2026_M97,PS132,MAR,58.22,58.62,24,Turnover,No,,No,MODELED
WC2026_M97,PS133,FRA,58.62,59.12,30,Shot,Yes,SH18,No,MODELED
WC2026_M97,PS134,FRA,59.12,59.77,39,Turnover,No,,No,MODELED
WC2026_M97,PS135,FRA,59.77,60.42,39,Shot,Yes,SH15,Yes,REAL_EVENT_MODELED_XG
WC2026_M97,PS136,MAR,60.42,60.75,20,Turnover,No,,No,MODELED
WC2026_M97,PS137,MAR,60.75,61.12,22,Offside,No,,No,MODELED
WC2026_M97,PS138,FRA,61.12,61.54,25,Turnover,No,,No,MODELED
WC2026_M97,PS139,FRA,61.54,62.02,29,Out of Play,No,,No,MODELED
WC2026_M97,PS140,MAR,62.02,62.3,17,Offside,No,,No,MODELED
WC2026_M97,PS141,FRA,62.3,62.65,21,Offside,No,,No,MODELED
WC2026_M97,PS142,FRA,62.65,63.08,26,Turnover,No,,No,MODELED
WC2026_M97,PS143,FRA,63.08,63.53,27,Out of Play,No,,No,MODELED
WC2026_M97,PS144,MAR,63.53,64.01,29,Shot,Yes,SH23,No,MODELED
WC2026_M97,PS145,FRA,64.01,64.61,36,Foul Conceded,No,,No,MODELED
WC2026_M97,PS146,FRA,64.61,65.24,38,Turnover,No,,No,MODELED
WC2026_M97,PS147,FRA,65.24,65.61,22,Turnover,No,,No,MODELED
WC2026_M97,PS148,FRA,65.61,65.99,23,Out of Play,No,,No,MODELED
WC2026_M97,PS149,FRA,65.99,66.49,30,Shot,Yes,SH16,Yes,REAL_EVENT_MODELED_XG
WC2026_M97,PS150,FRA,66.49,66.81,19,Out of Play,No,,No,MODELED
WC2026_M97,PS151,FRA,66.81,67.33,31,Out of Play,No,,No,MODELED
WC2026_M97,PS152,FRA,67.33,67.85,31,Out of Play,No,,No,MODELED
WC2026_M97,PS153,FRA,67.85,68.2,21,Offside,No,,No,MODELED
WC2026_M97,PS154,FRA,68.2,68.72,31,Offside,No,,No,MODELED
WC2026_M97,PS155,FRA,68.72,69.1,23,Turnover,No,,No,MODELED
WC2026_M97,PS156,FRA,69.1,69.53,26,Offside,No,,No,MODELED
WC2026_M97,PS157,FRA,69.53,70.05,31,Foul Conceded,No,,No,MODELED
WC2026_M97,PS158,MAR,70.05,70.63,35,Shot,Yes,SH24,No,MODELED
WC2026_M97,PS159,MAR,70.63,70.93,18,Shot,Yes,SH25,No,MODELED
WC2026_M97,PS160,MAR,70.93,71.33,24,Offside,No,,No,MODELED
WC2026_M97,PS161,FRA,71.33,71.9,34,Shot,Yes,SH19,No,MODELED
WC2026_M97,PS162,FRA,71.9,72.5,36,Foul Conceded,No,,No,MODELED
WC2026_M97,PS163,MAR,72.5,72.87,22,Offside,No,,No,MODELED
WC2026_M97,PS164,MAR,72.87,73.32,27,Out of Play,No,,No,MODELED
WC2026_M97,PS165,MAR,73.32,73.59,16,Offside,No,,No,MODELED
WC2026_M97,PS166,MAR,73.59,74.06,28,Turnover,No,,No,MODELED
WC2026_M97,PS167,MAR,74.06,74.31,15,Out of Play,No,,No,MODELED
WC2026_M97,PS168,MAR,74.31,74.76,27,Foul Conceded,No,,No,MODELED
WC2026_M97,PS169,FRA,74.76,75.34,35,Turnover,No,,No,MODELED
WC2026_M97,PS170,FRA,75.34,75.67,20,Offside,No,,No,MODELED
WC2026_M97,PS171,FRA,75.67,76.12,27,Foul Conceded,No,,No,MODELED
WC2026_M97,PS172,MAR,76.12,76.44,19,Turnover,No,,No,MODELED
WC2026_M97,PS173,MAR,76.44,76.69,15,Offside,No,,No,MODELED
WC2026_M97,PS174,FRA,76.69,77.04,21,Offside,No,,No,MODELED
WC2026_M97,PS175,MAR,77.04,77.49,27,Out of Play,No,,No,MODELED
WC2026_M97,PS176,MAR,77.49,77.87,23,Turnover,No,,No,MODELED
WC2026_M97,PS177,FRA,77.87,78.32,27,Foul Conceded,No,,No,MODELED
WC2026_M97,PS178,FRA,78.32,78.8,29,Foul Conceded,No,,No,MODELED
WC2026_M97,PS179,MAR,78.8,79.13,20,Offside,No,,No,MODELED
WC2026_M97,PS180,FRA,79.13,79.51,23,Turnover,No,,No,MODELED
WC2026_M97,PS181,FRA,79.51,79.79,17,Foul Conceded,No,,No,MODELED
WC2026_M97,PS182,FRA,79.79,80.17,23,Turnover,No,,No,MODELED
WC2026_M97,PS183,MAR,80.17,80.57,24,Out of Play,No,,No,MODELED
WC2026_M97,PS184,FRA,80.57,80.87,18,Foul Conceded,No,,No,MODELED
WC2026_M97,PS185,MAR,80.87,81.39,31,Turnover,No,,No,MODELED
WC2026_M97,PS186,MAR,81.39,81.67,17,Offside,No,,No,MODELED
WC2026_M97,PS187,MAR,81.67,82.02,21,Out of Play,No,,No,MODELED
WC2026_M97,PS188,FRA,82.02,82.64,37,Shot,Yes,SH20,No,MODELED
WC2026_M97,PS189,FRA,82.64,83.09,27,Turnover,No,,No,MODELED
WC2026_M97,PS190,FRA,83.09,83.54,27,Offside,No,,No,MODELED
WC2026_M97,PS191,FRA,83.54,83.92,23,Offside,No,,No,MODELED
WC2026_M97,PS192,MAR,83.92,84.39,28,Turnover,No,,No,MODELED
WC2026_M97,PS193,FRA,84.39,84.87,29,Shot,Yes,SH21,No,MODELED
WC2026_M97,PS194,MAR,84.87,85.27,24,Turnover,No,,No,MODELED
WC2026_M97,PS195,MAR,85.27,85.77,30,Out of Play,No,,No,MODELED
WC2026_M97,PS196,FRA,85.77,86.32,33,Turnover,No,,No,MODELED
WC2026_M97,PS197,FRA,86.32,86.64,19,Turnover,No,,No,MODELED
WC2026_M97,PS198,FRA,86.64,87.17,32,Shot,Yes,SH22,No,MODELED
WC2026_M97,PS199,MAR,87.17,87.52,21,Offside,No,,No,MODELED
WC2026_M97,PS200,MAR,87.52,87.92,24,Offside,No,,No,MODELED
WC2026_M97,PS201,FRA,87.92,88.44,31,Offside,No,,No,MODELED
WC2026_M97,PS202,MAR,88.44,88.89,27,Foul Conceded,No,,No,MODELED
WC2026_M97,PS203,FRA,88.89,89.37,29,Turnover,No,,No,MODELED
WC2026_M97,PS204,FRA,89.37,90.0,38,Foul Conceded,No,,No,MODELED
WC2026_M97,PS205,MAR,89.55,90,27,Full Time,Yes,SH14,No,REAL
