match_id,sequence_id,team_id,start_minute,end_minute,duration_seconds,end_reason,led_to_shot,resulting_shot_id,is_goal,data_source
WC2026_M99,PS049,ENG,21.17,21.59,25,Offside,No,,No,MODELED
WC2026_M99,PS050,ENG,21.59,22.09,30,Foul Conceded,No,,No,MODELED
WC2026_M99,PS051,NOR,22.09,22.64,33,Turnover,No,,No,MODELED
WC2026_M99,PS052,NOR,22.64,22.92,17,Out of Play,No,,No,MODELED
WC2026_M99,PS053,ENG,22.92,23.34,25,Foul Conceded,No,,No,MODELED
WC2026_M99,PS054,ENG,23.34,23.59,15,Turnover,No,,No,MODELED
WC2026_M99,PS055,ENG,23.59,24.07,29,Turnover,No,,No,MODELED
WC2026_M99,PS056,NOR,24.07,24.5,26,Turnover,No,,No,MODELED
WC2026_M99,PS057,ENG,24.5,24.78,17,Foul Conceded,No,,No,MODELED
WC2026_M99,PS058,NOR,24.78,25.1,19,Turnover,No,,No,MODELED
WC2026_M99,PS059,ENG,25.1,25.53,26,Out of Play,No,,No,MODELED
WC2026_M99,PS060,NOR,25.53,26.0,28,Out of Play,No,,No,MODELED
WC2026_M99,PS061,NOR,26.0,26.62,37,Turnover,No,,No,MODELED
WC2026_M99,PS062,ENG,26.62,27.09,28,Foul Conceded,No,,No,MODELED
WC2026_M99,PS063,NOR,27.09,27.42,20,Offside,No,,No,MODELED
WC2026_M99,PS064,NOR,27.42,28.02,36,Out of Play,No,,No,MODELED
WC2026_M99,PS065,ENG,28.02,28.45,26,Turnover,No,,No,MODELED
WC2026_M99,PS066,NOR,28.45,28.95,30,Turnover,No,,No,MODELED
WC2026_M99,PS067,ENG,28.95,29.32,22,Shot,Yes,SH01,No,REAL
WC2026_M99,PS068,NOR,29.32,29.62,18,Out of Play,No,,No,MODELED
WC2026_M99,PS069,ENG,29.62,30.04,25,Foul Conceded,No,,No,MODELED
WC2026_M99,PS070,NOR,30.04,30.44,24,Offside,No,,No,MODELED
WC2026_M99,PS071,ENG,30.44,30.94,30,Foul Conceded,No,,No,MODELED
WC2026_M99,PS072,NOR,30.94,31.22,17,Foul Conceded,No,,No,MODELED
WC2026_M99,PS073,ENG,31.22,31.82,36,Offside,No,,No,MODELED
WC2026_M99,PS074,NOR,31.82,32.4,35,Turnover,No,,No,MODELED
WC2026_M99,PS075,ENG,32.4,32.8,24,Out of Play,No,,No,MODELED
WC2026_M99,PS076,NOR,32.8,33.33,32,Turnover,No,,No,MODELED
WC2026_M99,PS077,NOR,33.33,33.93,36,Out of Play,No,,No,MODELED
WC2026_M99,PS078,ENG,33.93,34.46,32,Turnover,No,,No,MODELED
WC2026_M99,PS079,NOR,34.46,34.99,32,Turnover,No,,No,MODELED
WC2026_M99,PS080,NOR,34.99,35.32,20,Shot,Yes,SH02,No,REAL_OUTCOME_CORRECTED
WC2026_M99,PS081,NOR,35.32,35.62,18,Offside,No,,No,MODELED
WC2026_M99,PS082,NOR,35.62,36.05,26,Shot,Yes,SH03,Yes,REAL_OUTCOME_CORRECTED
WC2026_M99,PS083,ENG,36.05,36.58,32,Turnover,No,,No,MODELED
WC2026_M99,PS084,NOR,36.58,36.9,19,Out of Play,No,,No,MODELED
WC2026_M99,PS085,NOR,36.9,37.2,18,Offside,No,,No,MODELED
WC2026_M99,PS086,ENG,37.2,37.78,35,Offside,No,,No,MODELED
WC2026_M99,PS087,NOR,37.78,38.36,35,Turnover,No,,No,MODELED
WC2026_M99,PS088,NOR,38.36,38.93,34,Out of Play,No,,No,MODELED
WC2026_M99,PS089,NOR,38.93,39.33,24,Shot,Yes,SH04,No,REAL_OUTCOME_CORRECTED
WC2026_M99,PS090,NOR,39.33,39.76,26,Foul Conceded,No,,No,MODELED
WC2026_M99,PS091,NOR,39.76,40.26,30,Shot,Yes,SH05,No,REAL_OUTCOME_CORRECTED
WC2026_M99,PS092,NOR,40.26,40.86,36,Turnover,No,,No,MODELED
WC2026_M99,PS093,ENG,40.86,41.18,19,Foul Conceded,No,,No,MODELED
WC2026_M99,PS094,NOR,41.18,41.45,16,Turnover,No,,No,MODELED
WC2026_M99,PS095,NOR,41.45,41.75,18,Foul Conceded,No,,No,MODELED
WC2026_M99,PS096,ENG,41.75,42.37,37,Turnover,No,,No,MODELED
WC2026_M99,PS097,ENG,42.37,42.97,36,Foul Conceded,No,,No,MODELED
WC2026_M99,PS098,NOR,42.97,43.37,24,Offside,No,,No,MODELED
WC2026_M99,PS099,ENG,43.37,43.65,17,Turnover,No,,No,MODELED
WC2026_M99,PS100,ENG,43.65,44.05,24,Turnover,No,,No,MODELED
WC2026_M99,PS101,ENG,44.05,44.37,19,Offside,No,,No,MODELED
WC2026_M99,PS102,ENG,44.37,44.74,22,Turnover,No,,No,MODELED
WC2026_M99,PS103,ENG,44.74,45.17,26,Shot,Yes,SH07,No,REAL_OUTCOME_CORRECTED
WC2026_M99,PS104,ENG,45.17,45.7,32,Offside,No,,No,MODELED
WC2026_M99,PS105,ENG,45.7,46.22,31,Out of Play,No,,No,MODELED
WC2026_M99,PS106,ENG,46.22,46.87,39,Foul Conceded,No,,No,MODELED
WC2026_M99,PS107,ENG,46.87,47.37,30,Shot,Yes,SH08,Yes,REAL_OUTCOME_CORRECTED
WC2026_M99,PS108,ENG,47.37,47.82,27,Foul Conceded,No,,No,MODELED
WC2026_M99,PS109,NOR,47.82,48.09,16,Shot,Yes,SH06,No,REAL
WC2026_M99,PS110,NOR,48.09,48.44,21,Out of Play,No,,No,MODELED
WC2026_M99,PS111,ENG,48.44,48.77,20,Shot,Yes,SH09,No,REAL
WC2026_M99,PS112,NOR,48.77,49.3,32,Turnover,No,,No,MODELED
WC2026_M99,PS113,NOR,49.3,49.62,19,Out of Play,No,,No,MODELED
WC2026_M99,PS114,ENG,49.62,50.25,38,Shot,Yes,SH10,No,REAL
WC2026_M99,PS115,NOR,50.25,50.58,20,Foul Conceded,No,,No,MODELED
WC2026_M99,PS116,NOR,50.58,51.05,28,Offside,No,,No,MODELED
WC2026_M99,PS117,NOR,51.05,51.62,34,Out of Play,No,,No,MODELED
WC2026_M99,PS118,ENG,51.62,51.99,22,Foul Conceded,No,,No,MODELED
WC2026_M99,PS119,ENG,51.99,52.52,32,Shot,Yes,SH11,No,REAL
WC2026_M99,PS120,ENG,52.52,52.87,21,Turnover,No,,No,MODELED
WC2026_M99,PS121,NOR,52.87,53.22,21,Shot,Yes,SH12,No,REAL
WC2026_M99,PS122,NOR,53.22,53.59,22,Turnover,No,,No,MODELED
WC2026_M99,PS123,ENG,53.59,54.07,29,Turnover,No,,No,MODELED
WC2026_M99,PS124,ENG,54.07,54.4,20,Foul Conceded,No,,No,MODELED
WC2026_M99,PS125,NOR,54.4,54.95,33,Turnover,No,,No,MODELED
WC2026_M99,PS126,ENG,54.95,55.53,35,Turnover,No,,No,MODELED
WC2026_M99,PS127,NOR,55.53,56.03,30,Foul Conceded,No,,No,MODELED
WC2026_M99,PS128,ENG,56.03,56.45,25,Foul Conceded,No,,No,MODELED
WC2026_M99,PS129,ENG,56.45,56.75,18,Turnover,No,,No,MODELED
WC2026_M99,PS130,NOR,56.75,57.07,19,Turnover,No,,No,MODELED
WC2026_M99,PS131,ENG,57.07,57.69,37,Turnover,No,,No,MODELED
WC2026_M99,PS132,NOR,57.69,58.06,22,Offside,No,,No,MODELED
WC2026_M99,PS133,ENG,58.06,58.63,34,Out of Play,No,,No,MODELED
WC2026_M99,PS134,ENG,58.63,58.96,20,Turnover,No,,No,MODELED
WC2026_M99,PS135,NOR,58.96,59.54,35,Offside,No,,No,MODELED
WC2026_M99,PS136,NOR,59.54,59.94,24,Turnover,No,,No,MODELED
WC2026_M99,PS137,ENG,59.94,60.39,27,Turnover,No,,No,MODELED
WC2026_M99,PS138,NOR,60.39,60.87,29,Foul Conceded,No,,No,MODELED
WC2026_M99,PS139,NOR,60.87,61.25,23,Turnover,No,,No,MODELED
WC2026_M99,PS140,ENG,61.25,61.7,27,Turnover,No,,No,MODELED
WC2026_M99,PS141,NOR,61.7,62.13,26,Out of Play,No,,No,MODELED
WC2026_M99,PS142,ENG,62.13,62.6,28,Out of Play,No,,No,MODELED
WC2026_M99,PS143,NOR,62.6,63.17,34,Out of Play,No,,No,MODELED
WC2026_M99,PS144,NOR,63.17,63.65,29,Offside,No,,No,MODELED
WC2026_M99,PS145,NOR,63.65,64.22,34,Out of Play,No,,No,MODELED
WC2026_M99,PS146,ENG,64.22,64.82,36,Turnover,No,,No,MODELED
WC2026_M99,PS147,ENG,64.82,65.09,16,Turnover,No,,No,MODELED
WC2026_M99,PS148,ENG,65.09,65.44,21,Offside,No,,No,MODELED
WC2026_M99,PS149,ENG,65.44,65.86,25,Out of Play,No,,No,MODELED
WC2026_M99,PS150,ENG,65.86,66.23,22,Offside,No,,No,MODELED
WC2026_M99,PS151,NOR,66.23,66.63,24,Turnover,No,,No,MODELED
WC2026_M99,PS152,ENG,66.63,66.91,17,Turnover,No,,No,MODELED
WC2026_M99,PS153,NOR,66.91,67.43,31,Turnover,No,,No,MODELED
WC2026_M99,PS154,ENG,67.43,67.88,27,Turnover,No,,No,MODELED
WC2026_M99,PS155,NOR,67.88,68.3,25,Turnover,No,,No,MODELED
WC2026_M99,PS156,ENG,68.3,68.68,23,Foul Conceded,No,,No,MODELED
WC2026_M99,PS157,NOR,68.68,69.1,25,Out of Play,No,,No,MODELED
WC2026_M99,PS158,ENG,69.1,69.67,34,Offside,No,,No,MODELED
WC2026_M99,PS159,NOR,69.67,70.02,21,Turnover,No,,No,MODELED
WC2026_M99,PS160,ENG,70.02,70.37,21,Turnover,No,,No,MODELED
WC2026_M99,PS161,NOR,70.37,70.69,19,Out of Play,No,,No,MODELED
WC2026_M99,PS162,NOR,70.69,71.09,24,Foul Conceded,No,,No,MODELED
WC2026_M99,PS163,ENG,71.09,71.41,19,Turnover,No,,No,MODELED
WC2026_M99,PS164,NOR,71.41,71.76,21,Turnover,No,,No,MODELED
WC2026_M99,PS165,NOR,71.76,72.04,17,Offside,No,,No,MODELED
WC2026_M99,PS166,ENG,72.04,72.57,32,Offside,No,,No,MODELED
WC2026_M99,PS167,ENG,72.57,72.85,17,Foul Conceded,No,,No,MODELED
WC2026_M99,PS168,NOR,72.85,73.13,17,Offside,No,,No,MODELED
WC2026_M99,PS169,NOR,73.13,73.41,17,Out of Play,No,,No,MODELED
WC2026_M99,PS170,ENG,73.41,73.69,17,Turnover,No,,No,MODELED
WC2026_M99,PS171,NOR,73.69,74.12,26,Out of Play,No,,No,MODELED
WC2026_M99,PS172,NOR,74.12,74.67,33,Turnover,No,,No,MODELED
WC2026_M99,PS173,ENG,74.67,75.2,32,Foul Conceded,No,,No,MODELED
WC2026_M99,PS174,ENG,75.2,75.65,27,Turnover,No,,No,MODELED
WC2026_M99,PS175,ENG,75.65,75.92,16,Turnover,No,,No,MODELED
WC2026_M99,PS176,ENG,75.92,76.54,37,Turnover,No,,No,MODELED
WC2026_M99,PS177,ENG,76.54,77.06,31,Foul Conceded,No,,No,MODELED
WC2026_M99,PS178,ENG,77.06,77.39,20,Foul Conceded,No,,No,MODELED
WC2026_M99,PS179,ENG,77.39,77.94,33,Offside,No,,No,MODELED
WC2026_M99,PS180,ENG,77.94,78.47,32,Turnover,No,,No,MODELED
WC2026_M99,PS181,NOR,78.47,78.74,16,Shot,Yes,SH13,No,REAL
WC2026_M99,PS182,NOR,78.74,79.27,32,Shot,Yes,SH14,No,REAL
WC2026_M99,PS183,ENG,79.27,79.67,24,Turnover,No,,No,MODELED
WC2026_M99,PS184,NOR,79.67,80.0,20,Turnover,No,,No,MODELED
WC2026_M99,PS185,NOR,80.0,80.52,31,Turnover,No,,No,MODELED
WC2026_M99,PS186,NOR,80.52,80.87,21,Out of Play,No,,No,MODELED
WC2026_M99,PS187,NOR,80.87,81.27,24,Offside,No,,No,MODELED
WC2026_M99,PS188,NOR,81.27,81.54,16,Foul Conceded,No,,No,MODELED
WC2026_M99,PS189,ENG,81.54,81.91,22,Foul Conceded,No,,No,MODELED
WC2026_M99,PS190,ENG,81.91,82.18,16,Out of Play,No,,No,MODELED
WC2026_M99,PS191,ENG,82.18,82.5,19,Turnover,No,,No,MODELED
WC2026_M99,PS192,NOR,82.5,83.0,30,Offside,No,,No,MODELED
WC2026_M99,PS193,NOR,83.0,83.38,23,Foul Conceded,No,,No,MODELED
WC2026_M99,PS194,ENG,83.38,83.78,24,Out of Play,No,,No,MODELED
WC2026_M99,PS195,NOR,83.78,84.13,21,Foul Conceded,No,,No,MODELED
WC2026_M99,PS196,ENG,84.13,84.5,22,Out of Play,No,,No,MODELED
WC2026_M99,PS197,ENG,84.5,84.98,29,Offside,No,,No,MODELED
WC2026_M99,PS198,NOR,84.98,85.55,34,Shot,Yes,SH15,No,REAL
WC2026_M99,PS199,NOR,85.55,85.93,23,Out of Play,No,,No,MODELED
WC2026_M99,PS200,NOR,85.93,86.26,20,Out of Play,No,,No,MODELED
WC2026_M99,PS201,ENG,86.26,86.86,36,Foul Conceded,No,,No,MODELED
WC2026_M99,PS202,NOR,86.86,87.43,34,Turnover,No,,No,MODELED
WC2026_M99,PS203,NOR,87.43,87.68,15,Turnover,No,,No,MODELED
WC2026_M99,PS204,NOR,87.68,87.98,18,Turnover,No,,No,MODELED
WC2026_M99,PS205,ENG,87.98,88.61,38,Offside,No,,No,MODELED
WC2026_M99,PS206,NOR,88.61,89.19,35,Foul Conceded,No,,No,MODELED
WC2026_M99,PS207,NOR,89.19,89.49,18,Foul Conceded,No,,No,MODELED
WC2026_M99,PS208,NOR,89.49,89.74,15,Foul Conceded,No,,No,MODELED
WC2026_M99,PS209,NOR,89.74,90.12,23,Out of Play,No,,No,MODELED
WC2026_M99,PS210,NOR,90.12,90.57,27,Turnover,No,,No,MODELED
WC2026_M99,PS211,ENG,90.57,91.22,39,Shot,Yes,SH16,No,REAL
WC2026_M99,PS212,ENG,91.22,91.55,20,Turnover,No,,No,MODELED
WC2026_M99,PS213,NOR,91.55,91.83,17,Foul Conceded,No,,No,MODELED
WC2026_M99,PS214,ENG,91.83,92.3,28,Foul Conceded,No,,No,MODELED
WC2026_M99,PS215,ENG,92.3,92.95,39,Turnover,No,,No,MODELED
WC2026_M99,PS216,ENG,92.95,93.37,25,Shot,Yes,SH17,No,REAL
WC2026_M99,PS217,ENG,93.37,94.0,38,Shot,Yes,SH18,No,REAL_OUTCOME_CORRECTED
WC2026_M99,PS218,ENG,94.0,94.6,36,Shot,Yes,SH19,Yes,REAL_OUTCOME_CORRECTED
WC2026_M99,PS219,ENG,94.6,95.28,41,Foul Conceded,No,,No,MODELED
WC2026_M99,PS220,NOR,95.28,95.8,31,Turnover,No,,No,MODELED
WC2026_M99,PS221,ENG,95.8,96.3,30,Turnover,No,,No,MODELED
WC2026_M99,PS222,NOR,96.3,96.82,31,Turnover,No,,No,MODELED
WC2026_M99,PS223,ENG,96.82,97.09,16,Out of Play,No,,No,MODELED
WC2026_M99,PS224,ENG,97.09,97.44,21,Turnover,No,,No,MODELED
WC2026_M99,PS225,ENG,97.44,97.89,27,Turnover,No,,No,MODELED
WC2026_M99,PS226,ENG,97.89,98.19,18,Turnover,No,,No,MODELED
WC2026_M99,PS227,NOR,98.19,98.77,35,Turnover,No,,No,MODELED
WC2026_M99,PS228,ENG,98.77,99.29,31,Offside,No,,No,MODELED
WC2026_M99,PS229,ENG,99.29,99.72,26,Out of Play,No,,No,MODELED
WC2026_M99,PS230,NOR,99.72,100.02,18,Foul Conceded,No,,No,MODELED
WC2026_M99,PS231,ENG,100.02,100.59,34,Out of Play,No,,No,MODELED
WC2026_M99,PS232,NOR,100.59,100.94,21,Foul Conceded,No,,No,MODELED
WC2026_M99,PS233,ENG,100.94,101.34,24,Out of Play,No,,No,MODELED
WC2026_M99,PS234,NOR,101.34,101.82,29,Out of Play,No,,No,MODELED
WC2026_M99,PS235,ENG,101.82,102.12,18,Out of Play,No,,No,MODELED
WC2026_M99,PS236,NOR,102.12,102.72,36,Out of Play,No,,No,MODELED
WC2026_M99,PS237,NOR,102.72,103.22,30,Offside,No,,No,MODELED
WC2026_M99,PS238,ENG,103.22,103.5,17,Offside,No,,No,MODELED
WC2026_M99,PS239,NOR,103.5,103.98,29,Turnover,No,,No,MODELED
WC2026_M99,PS240,ENG,103.98,104.28,18,Turnover,No,,No,MODELED
WC2026_M99,PS241,NOR,104.28,104.81,32,Shot,Yes,SH20,No,REAL
WC2026_M99,PS242,NOR,104.81,105.31,30,Out of Play,No,,No,MODELED
WC2026_M99,PS243,ENG,105.31,105.84,32,Offside,No,,No,MODELED
WC2026_M99,PS244,NOR,105.84,106.17,20,Turnover,No,,No,MODELED
WC2026_M99,PS245,NOR,106.17,106.45,17,Offside,No,,No,MODELED
WC2026_M99,PS246,NOR,106.45,106.98,32,Turnover,No,,No,MODELED
WC2026_M99,PS247,ENG,106.98,107.31,20,Turnover,No,,No,MODELED
WC2026_M99,PS248,NOR,107.31,107.78,28,Offside,No,,No,MODELED
WC2026_M99,PS249,ENG,107.78,108.4,37,Shot,Yes,SH21,No,REAL
WC2026_M99,PS250,NOR,108.4,108.78,23,Offside,No,,No,MODELED
WC2026_M99,PS251,NOR,108.78,109.11,20,Shot,Yes,SH22,No,REAL
WC2026_M99,PS252,NOR,109.11,109.64,32,Foul Conceded,No,,No,MODELED
WC2026_M99,PS253,ENG,109.64,110.09,27,Shot,Yes,SH23,No,REAL
WC2026_M99,PS254,NOR,110.09,110.46,22,Out of Play,No,,No,MODELED
WC2026_M99,PS255,ENG,110.46,111.08,37,Shot,Yes,SH24,No,REAL
WC2026_M99,PS256,NOR,111.08,111.45,22,Offside,No,,No,MODELED
WC2026_M99,PS257,ENG,111.45,112.05,36,Shot,Yes,SH25,No,REAL
WC2026_M99,PS258,NOR,112.05,112.5,27,Out of Play,No,,No,MODELED
WC2026_M99,PS259,NOR,112.5,112.98,29,Foul Conceded,No,,No,MODELED
WC2026_M99,PS260,NOR,112.98,113.3,19,Offside,No,,No,MODELED
WC2026_M99,PS261,ENG,113.3,113.72,25,Out of Play,No,,No,MODELED
WC2026_M99,PS262,NOR,113.72,114.29,34,Shot,Yes,SH26,No,REAL
WC2026_M99,PS263,ENG,114.29,114.77,29,Turnover,No,,No,MODELED
WC2026_M99,PS264,NOR,114.77,115.3,32,Shot,Yes,SH27,No,REAL
WC2026_M99,PS265,NOR,115.3,115.88,35,Offside,No,,No,MODELED
WC2026_M99,PS266,NOR,115.88,116.21,20,Turnover,No,,No,MODELED
WC2026_M99,PS267,NOR,116.21,116.68,28,Turnover,No,,No,MODELED
WC2026_M99,PS268,ENG,116.68,116.95,16,Turnover,No,,No,MODELED
WC2026_M99,PS269,ENG,116.95,117.35,24,Offside,No,,No,MODELED
WC2026_M99,PS270,NOR,117.35,117.75,24,Out of Play,No,,No,MODELED
WC2026_M99,PS271,ENG,117.75,118.32,34,Foul Conceded,No,,No,MODELED
WC2026_M99,PS272,ENG,118.32,118.65,20,Turnover,No,,No,MODELED
WC2026_M99,PS273,ENG,118.65,119.17,31,Foul Conceded,No,,No,MODELED
WC2026_M99,PS274,ENG,119.17,119.52,21,Turnover,No,,No,MODELED
WC2026_M99,PS275,ENG,119.52,119.97,27,Offside,No,,No,MODELED
WC2026_M99,PS276,ENG,119.97,120,26,Full Time (AET),No,,No,MODELED
