match_id,player_id,team_id,zone_code,touches,data_source
WC2026_M100,p_arg_08,ARG,C5R3,6,MODELED
WC2026_M100,p_arg_08,ARG,C5R4,7,MODELED
WC2026_M100,p_arg_08,ARG,C5R5,5,MODELED
WC2026_M100,p_arg_08,ARG,C6R1,2,MODELED
WC2026_M100,p_arg_08,ARG,C6R2,3,MODELED
WC2026_M100,p_arg_08,ARG,C6R3,3,MODELED
WC2026_M100,p_arg_08,ARG,C6R4,2,MODELED
WC2026_M100,p_arg_08,ARG,C6R5,3,MODELED
WC2026_M100,p_arg_09,ARG,C1R1,1,MODELED
WC2026_M100,p_arg_09,ARG,C1R2,1,MODELED
WC2026_M100,p_arg_09,ARG,C1R3,1,MODELED
WC2026_M100,p_arg_09,ARG,C1R4,1,MODELED
WC2026_M100,p_arg_09,ARG,C1R5,1,MODELED
WC2026_M100,p_arg_09,ARG,C2R1,3,MODELED
WC2026_M100,p_arg_09,ARG,C2R2,4,MODELED
WC2026_M100,p_arg_09,ARG,C2R3,3,MODELED
WC2026_M100,p_arg_09,ARG,C2R4,3,MODELED
WC2026_M100,p_arg_09,ARG,C2R5,4,MODELED
WC2026_M100,p_arg_09,ARG,C3R1,6,MODELED
WC2026_M100,p_arg_09,ARG,C3R2,5,MODELED
WC2026_M100,p_arg_09,ARG,C3R3,8,MODELED
WC2026_M100,p_arg_09,ARG,C3R4,7,MODELED
WC2026_M100,p_arg_09,ARG,C3R5,5,MODELED
WC2026_M100,p_arg_09,ARG,C4R1,6,MODELED
WC2026_M100,p_arg_09,ARG,C4R2,7,MODELED
WC2026_M100,p_arg_09,ARG,C4R3,9,MODELED
WC2026_M100,p_arg_09,ARG,C4R4,8,MODELED
WC2026_M100,p_arg_09,ARG,C4R5,7,MODELED
WC2026_M100,p_arg_09,ARG,C5R1,4,MODELED
WC2026_M100,p_arg_09,ARG,C5R2,4,MODELED
WC2026_M100,p_arg_09,ARG,C5R3,4,MODELED
WC2026_M100,p_arg_09,ARG,C5R4,5,MODELED
WC2026_M100,p_arg_09,ARG,C5R5,4,MODELED
WC2026_M100,p_arg_09,ARG,C6R1,2,MODELED
WC2026_M100,p_arg_09,ARG,C6R2,3,MODELED
WC2026_M100,p_arg_09,ARG,C6R3,2,MODELED
WC2026_M100,p_arg_09,ARG,C6R4,2,MODELED
WC2026_M100,p_arg_09,ARG,C6R5,2,MODELED
WC2026_M100,p_arg_10,ARG,C2R2,1,MODELED
WC2026_M100,p_arg_10,ARG,C2R3,1,MODELED
WC2026_M100,p_arg_10,ARG,C2R4,1,MODELED
WC2026_M100,p_arg_10,ARG,C2R5,1,MODELED
WC2026_M100,p_arg_10,ARG,C3R1,2,MODELED
WC2026_M100,p_arg_10,ARG,C3R2,3,MODELED
WC2026_M100,p_arg_10,ARG,C3R3,4,MODELED
WC2026_M100,p_arg_10,ARG,C3R4,3,MODELED
WC2026_M100,p_arg_10,ARG,C3R5,2,MODELED
WC2026_M100,p_arg_10,ARG,C4R1,5,MODELED
WC2026_M100,p_arg_10,ARG,C4R2,6,MODELED
WC2026_M100,p_arg_10,ARG,C4R3,7,MODELED
WC2026_M100,p_arg_10,ARG,C4R4,5,MODELED
WC2026_M100,p_arg_10,ARG,C4R5,6,MODELED
WC2026_M100,p_arg_10,ARG,C5R1,8,MODELED
WC2026_M100,p_arg_10,ARG,C5R2,9,MODELED
WC2026_M100,p_arg_10,ARG,C5R3,7,MODELED
WC2026_M100,p_arg_10,ARG,C5R4,8,MODELED
WC2026_M100,p_arg_10,ARG,C5R5,5,MODELED
WC2026_M100,p_arg_10,ARG,C6R1,7,MODELED
WC2026_M100,p_arg_10,ARG,C6R2,6,MODELED
WC2026_M100,p_arg_10,ARG,C6R3,10,MODELED
WC2026_M100,p_arg_10,ARG,C6R4,9,MODELED
WC2026_M100,p_arg_10,ARG,C6R5,6,MODELED
WC2026_M100,p_arg_11,ARG,C2R1,1,MODELED
WC2026_M100,p_arg_11,ARG,C2R2,1,MODELED
WC2026_M100,p_arg_11,ARG,C2R3,1,MODELED
WC2026_M100,p_arg_11,ARG,C2R4,1,MODELED
WC2026_M100,p_arg_11,ARG,C2R5,1,MODELED
WC2026_M100,p_arg_11,ARG,C3R1,3,MODELED
WC2026_M100,p_arg_11,ARG,C3R2,4,MODELED
WC2026_M100,p_arg_11,ARG,C3R3,4,MODELED
WC2026_M100,p_arg_11,ARG,C3R4,4,MODELED
WC2026_M100,p_arg_11,ARG,C3R5,4,MODELED
WC2026_M100,p_arg_11,ARG,C4R1,8,MODELED
WC2026_M100,p_arg_11,ARG,C4R2,9,MODELED
WC2026_M100,p_arg_11,ARG,C4R3,9,MODELED
WC2026_M100,p_arg_11,ARG,C4R4,7,MODELED
WC2026_M100,p_arg_11,ARG,C4R5,8,MODELED
WC2026_M100,p_arg_11,ARG,C5R1,9,MODELED
WC2026_M100,p_arg_11,ARG,C5R2,13,MODELED
WC2026_M100,p_arg_11,ARG,C5R3,18,MODELED
WC2026_M100,p_arg_11,ARG,C5R4,12,MODELED
WC2026_M100,p_arg_11,ARG,C5R5,10,MODELED
WC2026_M100,p_arg_11,ARG,C6R1,12,MODELED
WC2026_M100,p_arg_11,ARG,C6R2,15,MODELED
WC2026_M100,p_arg_11,ARG,C6R3,10,MODELED
WC2026_M100,p_arg_11,ARG,C6R4,9,MODELED
WC2026_M100,p_arg_11,ARG,C6R5,7,MODELED
WC2026_M100,p_arg_12,ARG,C2R2,1,MODELED
WC2026_M100,p_arg_12,ARG,C3R1,1,MODELED
WC2026_M100,p_arg_12,ARG,C3R2,2,MODELED
WC2026_M100,p_arg_12,ARG,C3R3,2,MODELED
WC2026_M100,p_arg_12,ARG,C3R4,1,MODELED
WC2026_M100,p_arg_12,ARG,C3R5,1,MODELED
WC2026_M100,p_arg_12,ARG,C4R1,3,MODELED
WC2026_M100,p_arg_12,ARG,C4R2,2,MODELED
WC2026_M100,p_arg_12,ARG,C4R3,4,MODELED
WC2026_M100,p_arg_12,ARG,C4R4,4,MODELED
WC2026_M100,p_arg_12,ARG,C4R5,3,MODELED
WC2026_M100,p_arg_12,ARG,C5R1,3,MODELED
WC2026_M100,p_arg_12,ARG,C5R2,5,MODELED
WC2026_M100,p_arg_12,ARG,C5R3,6,MODELED
WC2026_M100,p_arg_12,ARG,C5R4,5,MODELED
WC2026_M100,p_arg_12,ARG,C5R5,3,MODELED
WC2026_M100,p_arg_12,ARG,C6R1,4,MODELED
WC2026_M100,p_arg_12,ARG,C6R2,5,MODELED
WC2026_M100,p_arg_12,ARG,C6R3,4,MODELED
WC2026_M100,p_arg_12,ARG,C6R4,4,MODELED
WC2026_M100,p_arg_12,ARG,C6R5,3,MODELED
WC2026_M100,p_arg_13,ARG,C3R1,1,MODELED
WC2026_M100,p_arg_13,ARG,C3R2,1,MODELED
WC2026_M100,p_arg_13,ARG,C3R3,1,MODELED
WC2026_M100,p_arg_13,ARG,C3R4,1,MODELED
WC2026_M100,p_arg_13,ARG,C4R1,2,MODELED
WC2026_M100,p_arg_13,ARG,C4R2,1,MODELED
WC2026_M100,p_arg_13,ARG,C4R3,2,MODELED
WC2026_M100,p_arg_13,ARG,C4R4,2,MODELED
WC2026_M100,p_arg_13,ARG,C4R5,1,MODELED
WC2026_M100,p_arg_13,ARG,C5R1,3,MODELED
WC2026_M100,p_arg_13,ARG,C5R2,3,MODELED
WC2026_M100,p_arg_13,ARG,C5R3,3,MODELED
WC2026_M100,p_arg_13,ARG,C5R4,2,MODELED
WC2026_M100,p_arg_13,ARG,C5R5,2,MODELED
WC2026_M100,p_arg_13,ARG,C6R1,2,MODELED
WC2026_M100,p_arg_13,ARG,C6R2,2,MODELED
WC2026_M100,p_arg_13,ARG,C6R3,3,MODELED
WC2026_M100,p_arg_13,ARG,C6R4,2,MODELED
WC2026_M100,p_arg_13,ARG,C6R5,1,MODELED
WC2026_M100,p_arg_14,ARG,C1R1,2,MODELED
WC2026_M100,p_arg_14,ARG,C1R2,2,MODELED
WC2026_M100,p_arg_14,ARG,C1R3,3,MODELED
WC2026_M100,p_arg_14,ARG,C1R4,2,MODELED
WC2026_M100,p_arg_14,ARG,C1R5,2,MODELED
WC2026_M100,p_arg_14,ARG,C2R1,2,MODELED
WC2026_M100,p_arg_14,ARG,C2R2,4,MODELED
WC2026_M100,p_arg_14,ARG,C2R3,5,MODELED
WC2026_M100,p_arg_14,ARG,C2R4,3,MODELED
WC2026_M100,p_arg_14,ARG,C2R5,2,MODELED
WC2026_M100,p_arg_14,ARG,C3R1,2,MODELED
WC2026_M100,p_arg_14,ARG,C3R2,3,MODELED
WC2026_M100,p_arg_14,ARG,C3R3,4,MODELED
WC2026_M100,p_arg_14,ARG,C3R4,4,MODELED
WC2026_M100,p_arg_14,ARG,C3R5,3,MODELED
WC2026_M100,p_arg_14,ARG,C4R1,1,MODELED
WC2026_M100,p_arg_14,ARG,C4R2,2,MODELED
WC2026_M100,p_arg_14,ARG,C4R3,2,MODELED
WC2026_M100,p_arg_14,ARG,C4R4,1,MODELED
WC2026_M100,p_arg_14,ARG,C4R5,1,MODELED
WC2026_M100,p_arg_14,ARG,C5R1,1,MODELED
WC2026_M100,p_arg_14,ARG,C5R2,1,MODELED
WC2026_M100,p_arg_14,ARG,C5R3,1,MODELED
WC2026_M100,p_arg_14,ARG,C5R4,1,MODELED
WC2026_M100,p_arg_14,ARG,C5R5,1,MODELED
WC2026_M100,p_arg_15,ARG,C1R2,1,MODELED
WC2026_M100,p_arg_15,ARG,C1R3,1,MODELED
WC2026_M100,p_arg_15,ARG,C1R4,1,MODELED
WC2026_M100,p_arg_15,ARG,C2R1,1,MODELED
WC2026_M100,p_arg_15,ARG,C2R2,2,MODELED
WC2026_M100,p_arg_15,ARG,C2R3,2,MODELED
WC2026_M100,p_arg_15,ARG,C2R4,1,MODELED
WC2026_M100,p_arg_15,ARG,C2R5,1,MODELED
WC2026_M100,p_arg_15,ARG,C3R1,2,MODELED
WC2026_M100,p_arg_15,ARG,C3R2,3,MODELED
WC2026_M100,p_arg_15,ARG,C3R3,3,MODELED
WC2026_M100,p_arg_15,ARG,C3R4,2,MODELED
WC2026_M100,p_arg_15,ARG,C3R5,1,MODELED
WC2026_M100,p_arg_15,ARG,C4R1,2,MODELED
WC2026_M100,p_arg_15,ARG,C4R2,3,MODELED
WC2026_M100,p_arg_15,ARG,C4R3,2,MODELED
WC2026_M100,p_arg_15,ARG,C4R4,3,MODELED
WC2026_M100,p_arg_15,ARG,C4R5,3,MODELED
WC2026_M100,p_arg_15,ARG,C5R1,2,MODELED
WC2026_M100,p_arg_15,ARG,C5R2,2,MODELED
WC2026_M100,p_arg_15,ARG,C5R3,3,MODELED
WC2026_M100,p_arg_15,ARG,C5R4,2,MODELED
WC2026_M100,p_arg_15,ARG,C5R5,2,MODELED
WC2026_M100,p_arg_15,ARG,C6R1,1,MODELED
WC2026_M100,p_arg_15,ARG,C6R2,1,MODELED
WC2026_M100,p_arg_15,ARG,C6R3,1,MODELED
WC2026_M100,p_arg_15,ARG,C6R4,1,MODELED
WC2026_M100,p_arg_15,ARG,C6R5,1,MODELED
WC2026_M100,p_arg_16,ARG,C1R1,1,MODELED
WC2026_M100,p_arg_16,ARG,C1R2,1,MODELED
WC2026_M100,p_arg_16,ARG,C1R3,1,MODELED
WC2026_M100,p_arg_16,ARG,C1R4,1,MODELED
WC2026_M100,p_arg_16,ARG,C1R5,1,MODELED
WC2026_M100,p_arg_16,ARG,C2R1,1,MODELED
WC2026_M100,p_arg_16,ARG,C2R2,2,MODELED
WC2026_M100,p_arg_16,ARG,C2R3,1,MODELED
WC2026_M100,p_arg_16,ARG,C2R4,1,MODELED
WC2026_M100,p_arg_16,ARG,C2R5,1,MODELED
WC2026_M100,p_arg_16,ARG,C3R1,1,MODELED
WC2026_M100,p_arg_16,ARG,C3R2,2,MODELED
WC2026_M100,p_arg_16,ARG,C3R3,2,MODELED
WC2026_M100,p_arg_16,ARG,C3R4,1,MODELED
WC2026_M100,p_arg_16,ARG,C3R5,1,MODELED
WC2026_M100,p_arg_16,ARG,C4R2,1,MODELED
WC2026_M100,p_arg_16,ARG,C4R3,1,MODELED
WC2026_M100,p_arg_16,ARG,C4R4,1,MODELED
WC2026_M100,p_arg_16,ARG,C4R5,1,MODELED
WC2026_M100,p_arg_17,ARG,C4R2,1,MODELED
WC2026_M100,p_arg_17,ARG,C4R3,1,MODELED
WC2026_M100,p_arg_17,ARG,C4R4,1,MODELED
WC2026_M100,p_arg_17,ARG,C5R1,1,MODELED
WC2026_M100,p_arg_17,ARG,C5R2,1,MODELED
WC2026_M100,p_arg_17,ARG,C5R3,1,MODELED
WC2026_M100,p_arg_17,ARG,C5R4,1,MODELED
WC2026_M100,p_arg_17,ARG,C5R5,1,MODELED
WC2026_M100,p_arg_17,ARG,C6R1,1,MODELED
WC2026_M100,p_arg_17,ARG,C6R2,1,MODELED
WC2026_M100,p_arg_17,ARG,C6R3,1,MODELED
WC2026_M100,p_arg_17,ARG,C6R4,1,MODELED
WC2026_M100,p_arg_17,ARG,C6R5,1,MODELED
WC2026_M100,p_sui_01,SUI,C1R1,9,MODELED
WC2026_M100,p_sui_01,SUI,C1R2,8,MODELED
WC2026_M100,p_sui_01,SUI,C1R3,12,MODELED
WC2026_M100,p_sui_01,SUI,C1R4,7,MODELED
WC2026_M100,p_sui_01,SUI,C1R5,8,MODELED
WC2026_M100,p_sui_01,SUI,C2R1,9,MODELED
WC2026_M100,p_sui_01,SUI,C2R2,10,MODELED
WC2026_M100,p_sui_01,SUI,C2R3,10,MODELED
WC2026_M100,p_sui_01,SUI,C2R4,8,MODELED
WC2026_M100,p_sui_01,SUI,C2R5,5,MODELED
WC2026_M100,p_sui_01,SUI,C3R1,5,MODELED
WC2026_M100,p_sui_01,SUI,C3R2,4,MODELED
WC2026_M100,p_sui_01,SUI,C3R3,7,MODELED
WC2026_M100,p_sui_01,SUI,C3R4,4,MODELED
WC2026_M100,p_sui_01,SUI,C3R5,4,MODELED
WC2026_M100,p_sui_01,SUI,C4R1,1,MODELED
WC2026_M100,p_sui_01,SUI,C4R2,2,MODELED
WC2026_M100,p_sui_01,SUI,C4R3,3,MODELED
WC2026_M100,p_sui_01,SUI,C4R4,2,MODELED
WC2026_M100,p_sui_01,SUI,C4R5,2,MODELED
WC2026_M100,p_sui_01,SUI,C5R2,1,MODELED
WC2026_M100,p_sui_01,SUI,C5R3,1,MODELED
WC2026_M100,p_sui_02,SUI,C1R1,5,MODELED
WC2026_M100,p_sui_02,SUI,C1R2,5,MODELED
WC2026_M100,p_sui_02,SUI,C1R3,8,MODELED
WC2026_M100,p_sui_02,SUI,C1R4,4,MODELED
WC2026_M100,p_sui_02,SUI,C1R5,3,MODELED
WC2026_M100,p_sui_02,SUI,C2R1,7,MODELED
WC2026_M100,p_sui_02,SUI,C2R2,9,MODELED
WC2026_M100,p_sui_02,SUI,C2R3,10,MODELED
