match_id,minute,home_team_id,home_cum_xg,away_team_id,away_cum_xg,data_source
WC2026_M99,77,NOR,0.49,ENG,0.24,MODELED
WC2026_M99,78,NOR,0.49,ENG,0.24,MODELED
WC2026_M99,79,NOR,0.49,ENG,0.24,MODELED
WC2026_M99,80,NOR,0.49,ENG,0.24,MODELED
WC2026_M99,81,NOR,0.49,ENG,0.24,MODELED
WC2026_M99,82,NOR,0.49,ENG,0.24,MODELED
WC2026_M99,83,NOR,0.49,ENG,0.24,MODELED
WC2026_M99,84,NOR,0.49,ENG,0.24,MODELED
WC2026_M99,85,NOR,0.52,ENG,0.24,MODELED
WC2026_M99,86,NOR,0.52,ENG,0.24,MODELED
WC2026_M99,87,NOR,0.52,ENG,0.24,MODELED
WC2026_M99,88,NOR,0.52,ENG,0.24,MODELED
WC2026_M99,89,NOR,0.52,ENG,0.24,MODELED
WC2026_M99,90,NOR,0.52,ENG,0.27,MODELED
WC2026_M99,91,NOR,0.52,ENG,0.27,MODELED
WC2026_M99,92,NOR,0.52,ENG,0.27,MODELED
WC2026_M99,93,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,94,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,95,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,96,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,97,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,98,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,99,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,100,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,101,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,102,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,103,NOR,0.52,ENG,0.643,MODELED
WC2026_M99,104,NOR,0.64,ENG,0.643,MODELED
WC2026_M99,105,NOR,0.64,ENG,0.643,MODELED
WC2026_M99,106,NOR,0.64,ENG,0.643,MODELED
WC2026_M99,107,NOR,0.64,ENG,0.643,MODELED
WC2026_M99,108,NOR,0.64,ENG,0.693,MODELED
WC2026_M99,109,NOR,0.67,ENG,0.773,MODELED
WC2026_M99,110,NOR,0.67,ENG,0.963,MODELED
WC2026_M99,111,NOR,0.67,ENG,0.963,MODELED
WC2026_M99,112,NOR,0.67,ENG,0.963,MODELED
WC2026_M99,113,NOR,0.67,ENG,0.963,MODELED
WC2026_M99,114,NOR,0.77,ENG,0.963,MODELED
WC2026_M99,115,NOR,0.77,ENG,0.963,MODELED
WC2026_M99,116,NOR,0.77,ENG,0.963,MODELED
WC2026_M99,117,NOR,0.77,ENG,0.963,MODELED
WC2026_M99,118,NOR,0.77,ENG,0.963,MODELED
WC2026_M99,119,NOR,0.77,ENG,0.963,MODELED
WC2026_M99,120,NOR,0.77,ENG,0.963,MODELED
