match_id,minute,home_team_id,home_cum_xg,away_team_id,away_cum_xg,data_source
WC2026_M100,39,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,40,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,41,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,42,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,43,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,44,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,45,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,46,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,47,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,48,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,49,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,50,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,51,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,52,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,53,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,54,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,55,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,56,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,57,ARG,0.694,SUI,0.235,MODELED
WC2026_M100,58,ARG,0.694,SUI,0.302,MODELED
WC2026_M100,59,ARG,0.775,SUI,0.302,MODELED
WC2026_M100,60,ARG,0.775,SUI,0.302,MODELED
WC2026_M100,61,ARG,0.775,SUI,0.302,MODELED
WC2026_M100,62,ARG,0.775,SUI,0.302,MODELED
WC2026_M100,63,ARG,0.775,SUI,0.302,MODELED
WC2026_M100,64,ARG,0.775,SUI,0.302,MODELED
WC2026_M100,65,ARG,0.775,SUI,0.302,MODELED
WC2026_M100,66,ARG,0.775,SUI,0.302,MODELED
WC2026_M100,67,ARG,0.775,SUI,0.369,MODELED
WC2026_M100,68,ARG,0.775,SUI,0.369,MODELED
WC2026_M100,69,ARG,0.775,SUI,0.369,MODELED
WC2026_M100,70,ARG,0.775,SUI,0.369,MODELED
WC2026_M100,71,ARG,0.775,SUI,0.369,MODELED
WC2026_M100,72,ARG,0.775,SUI,0.369,MODELED
WC2026_M100,73,ARG,0.775,SUI,0.369,MODELED
WC2026_M100,74,ARG,0.775,SUI,0.409,MODELED
WC2026_M100,75,ARG,0.821,SUI,0.409,MODELED
WC2026_M100,76,ARG,0.821,SUI,0.409,MODELED
WC2026_M100,77,ARG,0.821,SUI,0.409,MODELED
WC2026_M100,78,ARG,0.821,SUI,0.409,MODELED
WC2026_M100,79,ARG,0.821,SUI,0.409,MODELED
WC2026_M100,80,ARG,0.821,SUI,0.409,MODELED
WC2026_M100,81,ARG,0.821,SUI,0.409,MODELED
WC2026_M100,82,ARG,0.821,SUI,0.409,MODELED
WC2026_M100,83,ARG,0.821,SUI,0.409,MODELED
WC2026_M100,84,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,85,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,86,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,87,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,88,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,89,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,90,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,91,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,92,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,93,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,94,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,95,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,96,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,97,ARG,0.821,SUI,0.49,MODELED
WC2026_M100,98,ARG,0.867,SUI,0.49,MODELED
WC2026_M100,99,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,100,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,101,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,102,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,103,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,104,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,105,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,106,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,107,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,108,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,109,ARG,0.948,SUI,0.49,MODELED
WC2026_M100,110,ARG,1.064,SUI,0.49,MODELED
WC2026_M100,111,ARG,1.168,SUI,0.49,MODELED
WC2026_M100,112,ARG,1.307,SUI,0.49,MODELED
WC2026_M100,113,ARG,1.307,SUI,0.49,MODELED
WC2026_M100,114,ARG,1.307,SUI,0.49,MODELED
WC2026_M100,115,ARG,1.307,SUI,0.49,MODELED
WC2026_M100,116,ARG,1.307,SUI,0.49,MODELED
WC2026_M100,117,ARG,1.307,SUI,0.49,MODELED
WC2026_M100,118,ARG,1.307,SUI,0.49,MODELED
WC2026_M100,119,ARG,1.307,SUI,0.53,MODELED
WC2026_M100,120,ARG,1.48,SUI,0.53,MODELED
