match_id,sequence_id,team_id,start_minute,end_minute,duration_seconds,end_reason,led_to_shot,resulting_shot_id,is_goal,data_source
WC2026_M100,PS034,ARG,15.25,15.82,34,Turnover,No,,No,MODELED
WC2026_M100,PS035,SUI,15.82,16.35,32,Turnover,No,,No,MODELED
WC2026_M100,PS036,ARG,16.35,16.73,23,Out of Play,No,,No,MODELED
WC2026_M100,PS037,ARG,16.73,17.21,29,Offside,No,,No,MODELED
WC2026_M100,PS038,ARG,17.21,17.58,22,Turnover,No,,No,MODELED
WC2026_M100,PS039,ARG,17.58,17.93,21,Turnover,No,,No,MODELED
WC2026_M100,PS040,ARG,17.93,18.55,37,Offside,No,,No,MODELED
WC2026_M100,PS041,ARG,18.55,18.98,26,Out of Play,No,,No,MODELED
WC2026_M100,PS042,ARG,18.98,19.36,23,Shot,Yes,SH10,No,MODELED
WC2026_M100,PS043,ARG,19.36,19.68,19,Turnover,No,,No,MODELED
WC2026_M100,PS044,ARG,19.68,20.2,31,Offside,No,,No,MODELED
WC2026_M100,PS045,ARG,20.2,20.7,30,Offside,No,,No,MODELED
WC2026_M100,PS046,SUI,20.7,21.17,28,Out of Play,No,,No,MODELED
WC2026_M100,PS047,SUI,21.17,21.74,34,Turnover,No,,No,MODELED
WC2026_M100,PS048,SUI,21.74,22.16,25,Turnover,No,,No,MODELED
WC2026_M100,PS049,ARG,22.16,22.74,35,Foul Conceded,No,,No,MODELED
WC2026_M100,PS050,ARG,22.74,23.19,27,Offside,No,,No,MODELED
WC2026_M100,PS051,SUI,23.19,23.69,30,Shot,Yes,SH18,No,MODELED
WC2026_M100,PS052,ARG,23.69,24.06,22,Foul Conceded,No,,No,MODELED
WC2026_M100,PS053,ARG,24.06,24.38,19,Foul Conceded,No,,No,MODELED
WC2026_M100,PS054,SUI,24.38,24.8,25,Out of Play,No,,No,MODELED
WC2026_M100,PS055,SUI,24.8,25.35,33,Out of Play,No,,No,MODELED
WC2026_M100,PS056,ARG,25.35,25.7,21,Turnover,No,,No,MODELED
WC2026_M100,PS057,ARG,25.7,26.23,32,Out of Play,No,,No,MODELED
WC2026_M100,PS058,SUI,26.23,26.53,18,Shot,Yes,SH19,No,MODELED
WC2026_M100,PS059,SUI,26.53,26.83,18,Turnover,No,,No,MODELED
WC2026_M100,PS060,ARG,26.83,27.36,32,Offside,No,,No,MODELED
WC2026_M100,PS061,ARG,27.36,27.86,30,Offside,No,,No,MODELED
WC2026_M100,PS062,ARG,27.86,28.34,29,Turnover,No,,No,MODELED
WC2026_M100,PS063,SUI,28.34,28.96,37,Offside,No,,No,MODELED
WC2026_M100,PS064,SUI,28.96,29.34,23,Shot,Yes,SH20,No,MODELED
WC2026_M100,PS065,SUI,29.34,29.81,28,Foul Conceded,No,,No,MODELED
WC2026_M100,PS066,ARG,29.81,30.21,24,Turnover,No,,No,MODELED
WC2026_M100,PS067,SUI,30.21,30.69,29,Turnover,No,,No,MODELED
WC2026_M100,PS068,ARG,30.69,31.02,20,Turnover,No,,No,MODELED
WC2026_M100,PS069,ARG,31.02,31.3,17,Turnover,No,,No,MODELED
WC2026_M100,PS070,SUI,31.3,31.82,31,Out of Play,No,,No,MODELED
WC2026_M100,PS071,SUI,31.82,32.42,36,Turnover,No,,No,MODELED
WC2026_M100,PS072,ARG,32.42,32.84,25,Foul Conceded,No,,No,MODELED
WC2026_M100,PS073,SUI,32.84,33.41,34,Shot,Yes,SH21,No,MODELED
WC2026_M100,PS074,ARG,33.41,33.84,26,Foul Conceded,No,,No,MODELED
WC2026_M100,PS075,ARG,33.84,34.22,23,Turnover,No,,No,MODELED
WC2026_M100,PS076,ARG,34.22,34.67,27,Out of Play,No,,No,MODELED
WC2026_M100,PS077,SUI,34.67,35.22,33,Shot,Yes,SH22,No,MODELED
WC2026_M100,PS078,SUI,35.22,35.65,26,Offside,No,,No,MODELED
WC2026_M100,PS079,SUI,35.65,36.0,21,Foul Conceded,No,,No,MODELED
WC2026_M100,PS080,ARG,36.0,36.4,24,Turnover,No,,No,MODELED
WC2026_M100,PS081,SUI,36.4,36.88,29,Out of Play,No,,No,MODELED
WC2026_M100,PS082,ARG,36.88,37.23,21,Offside,No,,No,MODELED
WC2026_M100,PS083,ARG,37.23,37.56,20,Offside,No,,No,MODELED
WC2026_M100,PS084,ARG,37.56,38.16,36,Foul Conceded,No,,No,MODELED
WC2026_M100,PS085,ARG,38.16,38.51,21,Turnover,No,,No,MODELED
WC2026_M100,PS086,SUI,38.51,38.93,25,Offside,No,,No,MODELED
WC2026_M100,PS087,ARG,38.93,39.55,37,Turnover,No,,No,MODELED
WC2026_M100,PS088,ARG,39.55,39.98,26,Turnover,No,,No,MODELED
WC2026_M100,PS089,SUI,39.98,40.33,21,Offside,No,,No,MODELED
WC2026_M100,PS090,SUI,40.33,40.8,28,Turnover,No,,No,MODELED
WC2026_M100,PS091,ARG,40.8,41.1,18,Turnover,No,,No,MODELED
WC2026_M100,PS092,ARG,41.1,41.63,32,Turnover,No,,No,MODELED
WC2026_M100,PS093,SUI,41.63,42.05,25,Turnover,No,,No,MODELED
WC2026_M100,PS094,SUI,42.05,42.42,22,Offside,No,,No,MODELED
WC2026_M100,PS095,ARG,42.42,42.97,33,Turnover,No,,No,MODELED
WC2026_M100,PS096,ARG,42.97,43.54,34,Turnover,No,,No,MODELED
WC2026_M100,PS097,ARG,43.54,43.99,27,Offside,No,,No,MODELED
WC2026_M100,PS098,ARG,43.99,44.37,23,Offside,No,,No,MODELED
WC2026_M100,PS099,ARG,44.37,44.89,31,Foul Conceded,No,,No,MODELED
WC2026_M100,PS100,ARG,44.89,45.17,17,Turnover,No,,No,MODELED
WC2026_M100,PS101,ARG,45.17,45.74,34,Turnover,No,,No,MODELED
WC2026_M100,PS102,SUI,45.74,46.11,22,Foul Conceded,No,,No,MODELED
WC2026_M100,PS103,ARG,46.11,46.69,35,Turnover,No,,No,MODELED
WC2026_M100,PS104,SUI,46.69,47.27,35,Turnover,No,,No,MODELED
WC2026_M100,PS105,SUI,47.27,47.79,31,Foul Conceded,No,,No,MODELED
WC2026_M100,PS106,SUI,47.79,48.06,16,Offside,No,,No,MODELED
WC2026_M100,PS107,SUI,48.06,48.61,33,Out of Play,No,,No,MODELED
WC2026_M100,PS108,SUI,48.61,48.91,18,Turnover,No,,No,MODELED
WC2026_M100,PS109,ARG,48.91,49.43,31,Turnover,No,,No,MODELED
WC2026_M100,PS110,SUI,49.43,49.68,15,Turnover,No,,No,MODELED
WC2026_M100,PS111,SUI,49.68,50.03,21,Turnover,No,,No,MODELED
WC2026_M100,PS112,ARG,50.03,50.35,19,Turnover,No,,No,MODELED
WC2026_M100,PS113,ARG,50.35,50.68,20,Turnover,No,,No,MODELED
WC2026_M100,PS114,ARG,50.68,50.96,17,Out of Play,No,,No,MODELED
WC2026_M100,PS115,SUI,50.96,51.29,20,Foul Conceded,No,,No,MODELED
WC2026_M100,PS116,SUI,51.29,51.66,22,Foul Conceded,No,,No,MODELED
WC2026_M100,PS117,ARG,51.66,52.23,34,Out of Play,No,,No,MODELED
WC2026_M100,PS118,ARG,52.23,52.63,24,Turnover,No,,No,MODELED
WC2026_M100,PS119,ARG,52.63,53.06,26,Turnover,No,,No,MODELED
WC2026_M100,PS120,SUI,53.06,53.49,26,Foul Conceded,No,,No,MODELED
WC2026_M100,PS121,SUI,53.49,53.94,27,Turnover,No,,No,MODELED
WC2026_M100,PS122,SUI,53.94,54.51,34,Turnover,No,,No,MODELED
WC2026_M100,PS123,ARG,54.51,54.91,24,Offside,No,,No,MODELED
WC2026_M100,PS124,ARG,54.91,55.23,19,Offside,No,,No,MODELED
WC2026_M100,PS125,SUI,55.23,55.78,33,Offside,No,,No,MODELED
WC2026_M100,PS126,SUI,55.78,56.21,26,Turnover,No,,No,MODELED
WC2026_M100,PS127,SUI,56.21,56.61,24,Out of Play,No,,No,MODELED
WC2026_M100,PS128,SUI,56.61,57.11,30,Turnover,No,,No,MODELED
WC2026_M100,PS129,ARG,57.11,57.68,34,Foul Conceded,No,,No,MODELED
WC2026_M100,PS130,SUI,57.68,58.21,32,Shot,Yes,SH23,No,MODELED
WC2026_M100,PS131,ARG,58.21,58.84,38,Foul Conceded,No,,No,MODELED
WC2026_M100,PS132,ARG,58.84,59.14,18,Shot,Yes,SH11,No,MODELED
WC2026_M100,PS133,SUI,59.14,59.59,27,Turnover,No,,No,MODELED
WC2026_M100,PS134,SUI,59.59,60.12,32,Turnover,No,,No,MODELED
WC2026_M100,PS135,ARG,60.12,60.57,27,Turnover,No,,No,MODELED
WC2026_M100,PS136,ARG,60.57,61.0,26,Turnover,No,,No,MODELED
WC2026_M100,PS137,ARG,61.0,61.63,38,Turnover,No,,No,MODELED
WC2026_M100,PS138,ARG,61.63,62.1,28,Offside,No,,No,MODELED
WC2026_M100,PS139,SUI,62.1,62.37,16,Turnover,No,,No,MODELED
WC2026_M100,PS140,ARG,62.37,62.79,25,Out of Play,No,,No,MODELED
WC2026_M100,PS141,SUI,62.79,63.19,24,Out of Play,No,,No,MODELED
WC2026_M100,PS142,ARG,63.19,63.71,31,Turnover,No,,No,MODELED
WC2026_M100,PS143,SUI,63.71,64.16,27,Turnover,No,,No,MODELED
WC2026_M100,PS144,ARG,64.16,64.69,32,Turnover,No,,No,MODELED
WC2026_M100,PS145,SUI,64.69,64.99,18,Turnover,No,,No,MODELED
WC2026_M100,PS146,ARG,64.99,65.32,20,Offside,No,,No,MODELED
WC2026_M100,PS147,SUI,65.32,65.74,25,Foul Conceded,No,,No,MODELED
WC2026_M100,PS148,SUI,65.74,66.07,20,Foul Conceded,No,,No,MODELED
WC2026_M100,PS149,SUI,66.07,66.47,24,Offside,No,,No,MODELED
WC2026_M100,PS150,SUI,66.47,66.89,25,Foul Conceded,No,,No,MODELED
WC2026_M100,PS151,ARG,66.89,67.44,33,Turnover,No,,No,MODELED
WC2026_M100,PS152,ARG,67.44,67.69,15,Offside,No,,No,MODELED
WC2026_M100,PS153,SUI,67.69,68.09,24,Shot,Yes,SH02,Yes,REAL_EVENT_MODELED_XG
WC2026_M100,PS154,ARG,68.09,68.67,35,Foul Conceded,No,,No,MODELED
WC2026_M100,PS155,SUI,68.67,69.07,24,Turnover,No,,No,MODELED
WC2026_M100,PS156,SUI,69.07,69.69,37,Offside,No,,No,MODELED
WC2026_M100,PS157,SUI,69.69,70.01,19,Out of Play,No,,No,MODELED
WC2026_M100,PS158,ARG,70.01,70.49,29,Turnover,No,,No,MODELED
WC2026_M100,PS159,ARG,70.49,71.11,37,Out of Play,No,,No,MODELED
WC2026_M100,PS160,SUI,71.11,71.48,22,Turnover,No,,No,MODELED
WC2026_M100,PS161,ARG,71.48,71.86,23,Foul Conceded,No,,No,MODELED
WC2026_M100,PS162,ARG,71.86,72.51,39,Turnover,No,,No,MODELED
WC2026_M100,PS163,ARG,72.51,72.98,28,Turnover,No,,No,MODELED
WC2026_M100,PS164,ARG,72.98,73.63,39,Foul Conceded,No,,No,MODELED
WC2026_M100,PS165,SUI,73.63,73.9,16,Turnover,No,,No,MODELED
WC2026_M100,PS166,ARG,73.9,74.25,21,Offside,No,,No,MODELED
WC2026_M100,PS167,ARG,74.25,74.62,22,Turnover,No,,No,MODELED
WC2026_M100,PS168,ARG,74.62,75.12,30,Shot,Yes,SH12,No,MODELED
WC2026_M100,PS169,ARG,75.12,75.52,24,Offside,No,,No,MODELED
WC2026_M100,PS170,SUI,75.52,76.09,34,Shot,Yes,SH24,No,MODELED
WC2026_M100,PS171,ARG,76.09,76.66,34,Out of Play,No,,No,MODELED
WC2026_M100,PS172,SUI,76.66,77.01,21,Out of Play,No,,No,MODELED
WC2026_M100,PS173,ARG,77.01,77.33,19,Offside,No,,No,MODELED
WC2026_M100,PS174,ARG,77.33,77.63,18,Out of Play,No,,No,MODELED
WC2026_M100,PS175,SUI,77.63,78.06,26,Turnover,No,,No,MODELED
WC2026_M100,PS176,SUI,78.06,78.59,32,Out of Play,No,,No,MODELED
WC2026_M100,PS177,ARG,78.59,79.14,33,Turnover,No,,No,MODELED
WC2026_M100,PS178,ARG,79.14,79.56,25,Turnover,No,,No,MODELED
WC2026_M100,PS179,ARG,79.56,79.96,24,Turnover,No,,No,MODELED
WC2026_M100,PS180,ARG,79.96,80.36,24,Foul Conceded,No,,No,MODELED
WC2026_M100,PS181,ARG,80.36,80.71,21,Offside,No,,No,MODELED
WC2026_M100,PS182,SUI,80.71,80.96,15,Offside,No,,No,MODELED
WC2026_M100,PS183,SUI,80.96,81.46,30,Foul Conceded,No,,No,MODELED
WC2026_M100,PS184,ARG,81.46,81.89,26,Turnover,No,,No,MODELED
WC2026_M100,PS185,ARG,81.89,82.51,37,Foul Conceded,No,,No,MODELED
WC2026_M100,PS186,ARG,82.51,82.86,21,Foul Conceded,No,,No,MODELED
WC2026_M100,PS187,ARG,82.86,83.48,37,Turnover,No,,No,MODELED
WC2026_M100,PS188,ARG,83.48,83.81,20,Turnover,No,,No,MODELED
WC2026_M100,PS189,ARG,83.81,84.26,27,Turnover,No,,No,MODELED
WC2026_M100,PS190,SUI,84.26,84.79,32,Shot,Yes,SH25,No,MODELED
WC2026_M100,PS191,SUI,84.79,85.27,29,Foul Conceded,No,,No,MODELED
WC2026_M100,PS192,ARG,85.27,85.77,30,Foul Conceded,No,,No,MODELED
WC2026_M100,PS193,ARG,85.77,86.07,18,Turnover,No,,No,MODELED
WC2026_M100,PS194,ARG,86.07,86.35,17,Foul Conceded,No,,No,MODELED
WC2026_M100,PS195,ARG,86.35,86.95,36,Out of Play,No,,No,MODELED
WC2026_M100,PS196,SUI,86.95,87.47,31,Turnover,No,,No,MODELED
WC2026_M100,PS197,SUI,87.47,87.85,23,Turnover,No,,No,MODELED
WC2026_M100,PS198,SUI,87.85,88.15,18,Out of Play,No,,No,MODELED
WC2026_M100,PS199,SUI,88.15,88.73,35,Foul Conceded,No,,No,MODELED
WC2026_M100,PS200,SUI,88.73,89.18,27,Out of Play,No,,No,MODELED
WC2026_M100,PS201,SUI,89.18,89.53,21,Offside,No,,No,MODELED
WC2026_M100,PS202,ARG,89.53,90.08,33,Turnover,No,,No,MODELED
WC2026_M100,PS203,ARG,90.08,90.63,33,Foul Conceded,No,,No,MODELED
WC2026_M100,PS204,SUI,90.63,90.9,16,Offside,No,,No,MODELED
WC2026_M100,PS205,ARG,90.9,91.53,38,Offside,No,,No,MODELED
WC2026_M100,PS206,ARG,91.53,91.85,19,Out of Play,No,,No,MODELED
WC2026_M100,PS207,SUI,91.85,92.22,22,Out of Play,No,,No,MODELED
WC2026_M100,PS208,ARG,92.22,92.84,37,Offside,No,,No,MODELED
WC2026_M100,PS209,ARG,92.84,93.46,37,Turnover,No,,No,MODELED
WC2026_M100,PS210,ARG,93.46,93.81,21,Foul Conceded,No,,No,MODELED
WC2026_M100,PS211,SUI,93.81,94.18,22,Turnover,No,,No,MODELED
WC2026_M100,PS212,SUI,94.18,94.58,24,Offside,No,,No,MODELED
WC2026_M100,PS213,ARG,94.58,95.1,31,Turnover,No,,No,MODELED
WC2026_M100,PS214,ARG,95.1,95.62,31,Turnover,No,,No,MODELED
WC2026_M100,PS215,ARG,95.62,96.12,30,Turnover,No,,No,MODELED
WC2026_M100,PS216,SUI,96.12,96.7,35,Offside,No,,No,MODELED
WC2026_M100,PS217,ARG,96.7,97.18,29,Turnover,No,,No,MODELED
WC2026_M100,PS218,SUI,97.18,97.63,27,Out of Play,No,,No,MODELED
WC2026_M100,PS219,ARG,97.63,98.23,36,Shot,Yes,SH13,No,MODELED
WC2026_M100,PS220,SUI,98.23,98.73,30,Foul Conceded,No,,No,MODELED
WC2026_M100,PS221,ARG,98.73,99.11,23,Shot,Yes,SH14,No,MODELED
WC2026_M100,PS222,ARG,99.11,99.64,32,Out of Play,No,,No,MODELED
WC2026_M100,PS223,SUI,99.64,100.01,22,Foul Conceded,No,,No,MODELED
WC2026_M100,PS224,ARG,100.01,100.36,21,Out of Play,No,,No,MODELED
WC2026_M100,PS225,SUI,100.36,100.89,32,Turnover,No,,No,MODELED
WC2026_M100,PS226,SUI,100.89,101.44,33,Offside,No,,No,MODELED
WC2026_M100,PS227,ARG,101.44,101.91,28,Out of Play,No,,No,MODELED
WC2026_M100,PS228,SUI,101.91,102.48,34,Turnover,No,,No,MODELED
WC2026_M100,PS229,SUI,102.48,103.03,33,Turnover,No,,No,MODELED
WC2026_M100,PS230,SUI,103.03,103.46,26,Turnover,No,,No,MODELED
WC2026_M100,PS231,ARG,103.46,103.89,26,Turnover,No,,No,MODELED
WC2026_M100,PS232,SUI,103.89,104.39,30,Out of Play,No,,No,MODELED
WC2026_M100,PS233,SUI,104.39,104.87,29,Turnover,No,,No,MODELED
WC2026_M100,PS234,SUI,104.87,105.27,24,Offside,No,,No,MODELED
WC2026_M100,PS235,ARG,105.27,105.55,17,Out of Play,No,,No,MODELED
WC2026_M100,PS236,SUI,105.55,105.88,20,Foul Conceded,No,,No,MODELED
WC2026_M100,PS237,SUI,105.88,106.15,16,Foul Conceded,No,,No,MODELED
WC2026_M100,PS238,ARG,106.15,106.73,35,Turnover,No,,No,MODELED
WC2026_M100,PS239,ARG,106.73,107.18,27,Offside,No,,No,MODELED
WC2026_M100,PS240,SUI,107.18,107.43,15,Foul Conceded,No,,No,MODELED
WC2026_M100,PS241,SUI,107.43,108.0,34,Offside,No,,No,MODELED
WC2026_M100,PS242,ARG,108.0,108.35,21,Offside,No,,No,MODELED
WC2026_M100,PS243,ARG,108.35,108.67,19,Offside,No,,No,MODELED
WC2026_M100,PS244,ARG,108.67,109.24,34,Turnover,No,,No,MODELED
WC2026_M100,PS245,SUI,109.24,109.66,25,Turnover,No,,No,MODELED
WC2026_M100,PS246,SUI,109.66,110.03,22,Offside,No,,No,MODELED
WC2026_M100,PS247,ARG,110.03,110.45,25,Shot,Yes,SH15,No,MODELED
WC2026_M100,PS248,ARG,110.45,111.1,39,Shot,Yes,SH16,No,MODELED
WC2026_M100,PS249,ARG,111.1,111.67,34,Turnover,No,,No,MODELED
WC2026_M100,PS250,ARG,111.67,112.22,33,Shot,Yes,SH03,Yes,REAL_EVENT_MODELED_XG
WC2026_M100,PS251,ARG,112.22,112.7,29,Turnover,No,,No,MODELED
WC2026_M100,PS252,ARG,112.7,113.12,25,Offside,No,,No,MODELED
WC2026_M100,PS253,SUI,113.12,113.59,28,Out of Play,No,,No,MODELED
WC2026_M100,PS254,ARG,113.59,114.21,37,Foul Conceded,No,,No,MODELED
WC2026_M100,PS255,ARG,114.21,114.84,38,Turnover,No,,No,MODELED
WC2026_M100,PS256,ARG,114.84,115.19,21,Out of Play,No,,No,MODELED
WC2026_M100,PS257,ARG,115.19,115.59,24,Foul Conceded,No,,No,MODELED
WC2026_M100,PS258,SUI,115.59,115.89,18,Out of Play,No,,No,MODELED
WC2026_M100,PS259,ARG,115.89,116.22,20,Out of Play,No,,No,MODELED
WC2026_M100,PS260,SUI,116.22,116.62,24,Offside,No,,No,MODELED
WC2026_M100,PS261,ARG,116.62,116.99,22,Foul Conceded,No,,No,MODELED
WC2026_M100,PS262,ARG,116.99,117.39,24,Offside,No,,No,MODELED
WC2026_M100,PS263,ARG,117.39,117.71,19,Out of Play,No,,No,MODELED
WC2026_M100,PS264,SUI,117.71,118.29,35,Offside,No,,No,MODELED
WC2026_M100,PS265,SUI,118.29,118.67,23,Foul Conceded,No,,No,MODELED
WC2026_M100,PS266,SUI,118.67,119.19,31,Shot,Yes,SH26,No,MODELED
WC2026_M100,PS267,SUI,119.19,119.67,29,Out of Play,No,,No,MODELED
WC2026_M100,PS268,ARG,119.67,120,29,Shot,Yes,SH04,No,REAL_EVENT_MODELED_XG
WC2026_M100,PS269,ARG,120.66,121,20,Full Time (AET),Yes,SH05,Yes,REAL_EVENT_MODELED_XG
